image_name,x_min,y_min,x_max,y_max
977224.0.png,136.0,103.0,262.0,254.0
994105.0.png,138.0,96.0,261.0,260.0
998828.0.png,134.0,87.0,264.0,269.0
2076953.0.png,152.0,100.0,246.0,256.0
2276072.0.png,151.0,108.0,247.0,249.0
2284600.0.png,135.0,82.0,264.0,274.0
2448495.0.png,148.0,110.0,251.0,247.0
2449834.0.png,135.0,90.0,264.0,266.0
2590517.0.png,151.0,120.0,247.0,236.0
2619334.0.png,139.0,105.0,259.0,252.0
2644830.0.png,150.0,120.0,248.0,236.0
2654007.0.png,135.0,101.0,263.0,255.0
2718896.0.png,152.0,125.0,247.0,232.0
2796759.0.png,148.0,123.0,250.0,234.0
2831308.0.png,133.0,104.0,266.0,252.0
2840739.0.png,145.0,119.0,254.0,237.0
2850875.0.png,133.0,105.0,266.0,251.0
2884157.0.png,134.0,108.0,264.0,249.0
2910300.0.png,147.0,124.0,251.0,232.0
3016624.0.png,155.0,135.0,244.0,221.0
3130415.0.png,140.0,121.0,258.0,236.0
3212788.0.png,137.0,119.0,261.0,237.0
3236799.0.png,168.0,153.0,230.0,203.0
3264516.0.png,150.0,134.0,248.0,222.0
3275072.0.png,146.0,129.0,253.0,227.0
3286309.0.png,136.0,119.0,262.0,237.0
3335605.0.png,133.0,116.0,266.0,240.0
3359383.0.png,137.0,121.0,261.0,235.0
3374066.0.png,144.0,130.0,254.0,227.0
3379680.0.png,138.0,122.0,261.0,234.0
3430916.0.png,134.0,119.0,264.0,237.0
3433645.0.png,150.0,136.0,248.0,220.0
3462092.0.png,134.0,120.0,264.0,237.0
3475579.0.png,144.0,131.0,254.0,226.0
3520793.0.png,164.0,152.0,235.0,205.0
3577821.0.png,147.0,135.0,251.0,221.0
3634839.0.png,133.0,121.0,266.0,236.0
3684053.0.png,137.0,126.0,261.0,231.0
3707808.0.png,140.0,129.0,259.0,228.0
3743596.0.png,139.0,129.0,259.0,228.0
3816377.0.png,150.0,139.0,249.0,217.0
3871203.0.png,131.0,120.0,268.0,236.0
3927829.0.png,134.0,124.0,264.0,233.0
4021630.0.png,136.0,125.0,262.0,231.0
4051890.0.png,133.0,123.0,265.0,234.0
4067508.0.png,135.0,124.0,264.0,233.0
4107875.0.png,131.0,120.0,267.0,237.0
4173505.0.png,131.0,120.0,267.0,237.0
4195186.0.png,132.0,120.0,266.0,236.0
4231890.0.png,134.0,122.0,264.0,235.0
4273201.0.png,144.0,132.0,254.0,225.0
4306426.0.png,136.0,122.0,263.0,234.0
4349101.0.png,153.0,140.0,245.0,217.0
4355249.0.png,138.0,124.0,261.0,232.0
4545330.0.png,142.0,124.0,256.0,233.0
4547413.0.png,137.0,118.0,261.0,238.0
463254.0.png,138.0,109.0,260.0,248.0
4648630.0.png,135.0,111.0,264.0,246.0
4650301.0.png,132.0,107.0,267.0,250.0
4657220.0.png,133.0,109.0,265.0,248.0
4709073.0.png,141.0,114.0,257.0,243.0
4714653.0.png,134.0,105.0,264.0,252.0
4734275.0.png,139.0,108.0,260.0,248.0
4782791.0.png,140.0,104.0,258.0,253.0
4793330.0.png,134.0,93.0,265.0,264.0
4871033.0.png,148.0,97.0,250.0,259.0
521672.0.png,135.0,113.0,263.0,243.0
599891.0.png,137.0,122.0,261.0,235.0
605965.0.png,131.0,116.0,267.0,241.0
671012.0.png,145.0,133.0,254.0,223.0
688841.0.png,149.0,138.0,249.0,218.0
844402.0.png,135.0,122.0,264.0,234.0
846666.0.png,140.0,128.0,258.0,229.0
973680.0.png,132.0,98.0,267.0,258.0
993162.0.png,146.0,107.0,253.0,249.0
1001431.0.png,135.0,86.0,264.0,270.0
1013016.0.png,132.0,71.0,266.0,285.0
1025041.0.png,134.0,56.0,265.0,301.0
2002867.0.png,132.0,59.0,267.0,297.0
2076096.0.png,148.0,93.0,250.0,264.0
2120674.0.png,136.0,75.0,262.0,281.0
2203770.0.png,141.0,88.0,257.0,268.0
2325818.0.png,137.0,87.0,262.0,270.0
2327372.0.png,146.0,102.0,252.0,254.0
2358338.0.png,158.0,121.0,241.0,236.0
2392192.0.png,137.0,91.0,262.0,266.0
2392966.0.png,139.0,93.0,260.0,263.0
2394421.0.png,149.0,108.0,250.0,248.0
2395572.0.png,137.0,90.0,262.0,266.0
2401816.0.png,151.0,112.0,248.0,245.0
2414507.0.png,150.0,111.0,249.0,246.0
2419181.0.png,146.0,105.0,253.0,251.0
2438586.0.png,142.0,100.0,257.0,256.0
2451447.0.png,139.0,96.0,260.0,260.0
2474642.0.png,143.0,103.0,256.0,253.0
2486137.0.png,154.0,120.0,244.0,236.0
2554156.0.png,144.0,108.0,255.0,248.0
2581063.0.png,149.0,117.0,249.0,240.0
2593656.0.png,141.0,106.0,258.0,250.0
2619027.0.png,140.0,105.0,259.0,251.0
2624703.0.png,144.0,111.0,255.0,246.0
2627248.0.png,138.0,103.0,261.0,254.0
2657009.0.png,154.0,126.0,244.0,230.0
2681196.0.png,133.0,99.0,266.0,258.0
2691027.0.png,148.0,119.0,250.0,237.0
2692198.0.png,146.0,117.0,252.0,240.0
2698278.0.png,137.0,105.0,261.0,251.0
2701105.0.png,162.0,138.0,236.0,219.0
2708692.0.png,132.0,99.0,267.0,258.0
2709245.0.png,143.0,113.0,255.0,243.0
2711567.0.png,136.0,105.0,262.0,252.0
2714397.0.png,133.0,100.0,266.0,257.0
2725962.0.png,133.0,100.0,266.0,256.0
2747848.0.png,134.0,103.0,264.0,253.0
2754015.0.png,132.0,101.0,266.0,255.0
2759106.0.png,139.0,110.0,259.0,246.0
2772117.0.png,137.0,108.0,261.0,249.0
2779873.0.png,135.0,106.0,263.0,251.0
2798451.0.png,143.0,116.0,255.0,240.0
2799659.0.png,132.0,103.0,266.0,254.0
2799865.0.png,142.0,115.0,257.0,242.0
2809584.0.png,136.0,108.0,262.0,248.0
2819970.0.png,152.0,128.0,247.0,229.0
2841042.0.png,132.0,104.0,266.0,252.0
2853267.0.png,133.0,106.0,265.0,250.0
2858689.0.png,132.0,105.0,266.0,252.0
2859007.0.png,136.0,109.0,263.0,248.0
2862843.0.png,139.0,113.0,260.0,244.0
2887480.0.png,148.0,125.0,250.0,231.0
2915152.0.png,151.0,129.0,247.0,227.0
2938197.0.png,158.0,138.0,241.0,219.0
2948196.0.png,132.0,107.0,267.0,250.0
2948771.0.png,133.0,108.0,266.0,249.0
2969582.0.png,135.0,112.0,263.0,245.0
2977724.0.png,146.0,125.0,252.0,232.0
2990037.0.png,141.0,119.0,258.0,238.0
3006956.0.png,149.0,129.0,249.0,228.0
3025152.0.png,136.0,114.0,263.0,243.0
3040350.0.png,162.0,144.0,236.0,212.0
3052025.0.png,132.0,110.0,266.0,246.0
3052364.0.png,131.0,109.0,267.0,247.0
3075749.0.png,146.0,126.0,253.0,231.0
3102700.0.png,131.0,109.0,268.0,247.0
3124927.0.png,133.0,113.0,265.0,243.0
3136367.0.png,148.0,130.0,250.0,227.0
3144556.0.png,136.0,116.0,263.0,240.0
3150169.0.png,139.0,119.0,260.0,237.0
3151439.0.png,130.0,110.0,268.0,247.0
3152402.0.png,131.0,111.0,267.0,245.0
3153478.0.png,130.0,110.0,268.0,247.0
3157722.0.png,140.0,121.0,259.0,236.0
3162926.0.png,136.0,117.0,262.0,239.0
3164590.0.png,144.0,126.0,254.0,230.0
3171106.0.png,132.0,112.0,267.0,244.0
3171779.0.png,156.0,139.0,242.0,217.0
3178074.0.png,143.0,125.0,255.0,232.0
3179633.0.png,139.0,120.0,260.0,236.0
3180885.0.png,145.0,126.0,254.0,230.0
3196254.0.png,130.0,110.0,269.0,246.0
3208217.0.png,140.0,122.0,258.0,234.0
3212787.0.png,135.0,117.0,263.0,240.0
3217863.0.png,137.0,118.0,262.0,238.0
3225859.0.png,136.0,118.0,262.0,238.0
3236197.0.png,134.0,116.0,264.0,241.0
3243668.0.png,140.0,123.0,258.0,233.0
3244844.0.png,147.0,130.0,252.0,227.0
3251562.0.png,146.0,129.0,252.0,227.0
3261427.0.png,146.0,129.0,252.0,227.0
3267268.0.png,150.0,134.0,248.0,222.0
3270824.0.png,153.0,137.0,246.0,220.0
3276211.0.png,142.0,125.0,257.0,231.0
3279108.0.png,134.0,116.0,265.0,240.0
3284791.0.png,132.0,115.0,266.0,242.0
3285799.0.png,140.0,123.0,259.0,233.0
3285828.0.png,149.0,133.0,249.0,223.0
3287082.0.png,132.0,115.0,266.0,242.0
3313632.0.png,133.0,117.0,265.0,240.0
3320133.0.png,132.0,115.0,266.0,241.0
3322589.0.png,135.0,118.0,264.0,238.0
3324235.0.png,150.0,134.0,249.0,222.0
3336410.0.png,132.0,115.0,267.0,241.0
3347335.0.png,135.0,118.0,264.0,238.0
3354850.0.png,154.0,139.0,245.0,217.0
3361406.0.png,132.0,116.0,266.0,240.0
336209.0.png,131.0,72.0,267.0,285.0
3363688.0.png,132.0,116.0,266.0,240.0
3373064.0.png,150.0,135.0,249.0,221.0
3376699.0.png,156.0,142.0,242.0,215.0
3378505.0.png,156.0,142.0,243.0,214.0
3383881.0.png,135.0,120.0,264.0,237.0
3386477.0.png,154.0,140.0,245.0,217.0
3391881.0.png,138.0,123.0,260.0,233.0
3396855.0.png,145.0,130.0,254.0,226.0
3409397.0.png,133.0,117.0,266.0,239.0
3421463.0.png,148.0,134.0,250.0,222.0
3425473.0.png,147.0,133.0,251.0,223.0
3441619.0.png,135.0,121.0,263.0,236.0
3448638.0.png,134.0,119.0,265.0,238.0
3449432.0.png,132.0,117.0,267.0,239.0
3487419.0.png,132.0,118.0,266.0,238.0
3493043.0.png,158.0,145.0,241.0,211.0
3498905.0.png,137.0,123.0,262.0,233.0
3499812.0.png,132.0,119.0,266.0,238.0
3499845.0.png,139.0,125.0,260.0,231.0
3513265.0.png,138.0,125.0,260.0,232.0
3528703.0.png,136.0,122.0,263.0,234.0
3543250.0.png,134.0,120.0,265.0,236.0
3544822.0.png,134.0,121.0,265.0,236.0
3557823.0.png,134.0,121.0,264.0,235.0
3562248.0.png,131.0,118.0,268.0,238.0
3563758.0.png,151.0,139.0,247.0,218.0
3565688.0.png,132.0,119.0,267.0,237.0
3570863.0.png,134.0,122.0,264.0,235.0
3572596.0.png,138.0,126.0,260.0,231.0
3576846.0.png,131.0,118.0,268.0,238.0
3581119.0.png,135.0,122.0,264.0,234.0
3584918.0.png,151.0,139.0,247.0,217.0
360059.0.png,155.0,114.0,244.0,242.0
3607579.0.png,145.0,133.0,253.0,223.0
3619236.0.png,131.0,119.0,268.0,238.0
3619783.0.png,150.0,138.0,248.0,218.0
3651446.0.png,133.0,122.0,265.0,235.0
3670350.0.png,143.0,132.0,255.0,225.0
3672630.0.png,134.0,123.0,264.0,234.0
3672999.0.png,134.0,122.0,265.0,234.0
3674682.0.png,157.0,146.0,242.0,211.0
3675614.0.png,151.0,139.0,248.0,217.0
3684081.0.png,154.0,143.0,245.0,214.0
3693466.0.png,131.0,120.0,267.0,236.0
3704975.0.png,131.0,120.0,267.0,237.0
3709055.0.png,135.0,124.0,264.0,233.0
3709895.0.png,170.0,159.0,228.0,197.0
3712994.0.png,158.0,147.0,241.0,210.0
2388515_0W_9N.png,141.57586515972378,144.46665125552815,268.5758651597238,323.4666512555282
2388515_-10W_6N.png,79.67948362469107,127.9512378325065,206.67948362469107,306.9512378325065
2388515_-13W_-7N.png,61.37429791729031,47.15260446267336,188.3742979172903,226.15260446267337
2388515_-11W_5N.png,72.27351767512732,120.85212699500308,199.27351767512727,299.85212699500306
2474327_1W_6N.png,161.64706226730547,156.19948175254711,253.64706226730547,276.1994817525471
2474327_-10W_11N.png,91.9017034969212,185.15738765639912,183.9017034969212,305.1573876563991
2474327_13W_-3N.png,228.84220294706324,99.75085627277326,320.84220294706324,219.7508562727733
2474327_8W_-10N.png,199.43657473792564,57.92372915931709,291.43657473792564,177.92372915931708
2556370_-3W_-10N.png,118.25279158421624,39.230280025903554,243.25279158421623,198.23028002590357
2556370_-13W_-10N.png,63.671696561895146,39.39216556738717,188.67169656189515,198.3921655673872
2556370_10W_10N.png,197.0409817226934,156.06589295160745,322.0409817226934,315.06589295160745
2556370_10W_14N.png,194.59617237124075,178.55852884335755,319.5961723712407,337.5585288433575
2660201_-4W_10N.png,142.52168383029712,198.3250765628617,208.52168383029712,270.32507656286174
2660201_11W_-6N.png,231.1128677544421,106.11736628256584,297.1128677544421,178.11736628256585
2660201_12W_8N.png,234.2582654732404,189.9377620109246,300.2582654732404,261.9377620109246
2660201_5W_12N.png,197.40124448530187,214.6868523913863,263.4012444853019,286.6868523913863
2785016_-4W_-13N.png,110.4100296316758,29.692865971780776,241.4100296316758,177.69286597178078
2785016_14W_8N.png,215.1457429166682,150.36805045965428,346.1457429166682,298.3680504596543
2785016_-1W_-6N.png,125.36757732313563,65.69451327602309,256.36757732313566,213.6945132760231
2785016_0W_-10N.png,139.25254044723684,43.49584066137882,270.25254044723687,191.4958406613788
2814673_-4W_-8N.png,115.87853810335154,62.63193351045317,235.8785381033516,195.6319335104532
2814673_9W_11N.png,194.0989719942802,175.84862183882365,314.0989719942802,308.84862183882365
2814673_-3W_-7N.png,118.98831835398173,69.3935219548527,238.98831835398173,202.3935219548527
2814673_14W_3N.png,222.51124650254437,133.85595879002256,342.51124650254434,266.85595879002256
2848549_5W_13N.png,166.57687682304916,187.4738777535592,291.5768768230492,324.4738777535592
2848549_-8W_-12N.png,87.37046146753315,38.98704741980353,212.37046146753315,175.98704741980353
2848549_0W_7N.png,133.8548344833807,154.61435710500484,258.85483448338067,291.61435710500484
2848549_-2W_-9N.png,121.8277944194582,56.67313546047853,246.8277944194582,193.67313546047853
2851391_10W_9N.png,196.9576117041872,162.7572480974112,317.9576117041872,294.7572480974112
2851391_3W_-8N.png,160.9797903732791,65.08968470370367,281.9797903732791,197.08968470370365
2851391_0W_-3N.png,144.1729913502431,90.65087169543028,265.17299135024314,222.65087169543028
2851391_8W_-8N.png,184.83134759237535,64.29684478476308,305.8313475923754,196.2968447847631
2884163_1W_11N.png,154.172340320793,185.1535732928799,266.172340320793,304.1535732928799
2884163_-7W_12N.png,100.68634392483762,189.238000027842,212.6863439248376,308.238000027842
2884163_-9W_13N.png,87.76728802114809,192.86838866780943,199.7672880211481,311.8683886678094
2884163_12W_11N.png,213.91071421461885,184.11088385850903,325.91071421461885,303.11088385850906
2946425_5W_-7N.png,180.49869875103943,80.77176299467013,285.4986987510394,188.77176299467013
2946425_8W_-2N.png,193.02476296789123,112.50855244507852,298.0247629678912,220.5085524450785
2946425_-3W_-2N.png,126.02815940814588,108.1823982777485,231.02815940814588,216.1823982777485
2946425_5W_-10N.png,176.8724595531654,64.69539370868102,281.8724595531654,172.69539370868102
2952050_6W_-14N.png,167.4538975938325,23.79348168964276,303.4538975938325,167.79348168964276
2952050_4W_5N.png,154.1743916471548,139.4908579688601,290.17439164715483,283.4908579688601
2952050_9W_5N.png,184.64082103553432,136.17789849916787,320.6408210355343,280.1778984991679
2952050_-9W_-12N.png,78.84431157470785,33.7561068465036,214.84431157470783,177.7561068465036
2971903_-7W_-11N.png,126.0859165464089,85.36482719672098,189.0859165464089,141.36482719672097
