large_tile,small_tile,top_left_x,top_left_y,bottom_right_x,bottom_right_y
3771767.0.png,3771767.0_1.png,157,146,242,210
3775411.0.png,3775411.0_1.png,140,130,258,227
3776193.0.png,3776193.0_1.png,136,125,262,231
3776622.0.png,3776622.0_1.png,141,130,257,226
3777007.0.png,3777007.0_1.png,156,145,242,211
3779449.0.png,3779449.0_1.png,133,122,266,235
3780935.0.png,3780935.0_1.png,147,136,252,221
3785511.0.png,3785511.0_1.png,132,121,267,236
3790626.0.png,3790626.0_1.png,141,130,258,226
3792427.0.png,3792427.0_1.png,146,136,252,221
3793374.0.png,3793374.0_1.png,155,144,244,213
3794320.0.png,3794320.0_1.png,152,142,246,215
3795491.0.png,3795491.0_1.png,134,123,264,233
3799698.0.png,3799698.0_1.png,139,128,260,228
3799699.0.png,3799699.0_1.png,148,137,251,220
3799902.0.png,3799902.0_1.png,147,137,251,220
3799907.0.png,3799907.0_1.png,145,134,253,222
3800217.0.png,3800217.0_1.png,132,121,266,235
3800646.0.png,3800646.0_1.png,156,145,243,211
3801061.0.png,3801061.0_1.png,144,133,255,223
3801995.0.png,3801995.0_1.png,145,134,254,223
3803276.0.png,3803276.0_1.png,160,149,239,207
3804808.0.png,3804808.0_1.png,152,141,247,215
3805539.0.png,3805539.0_1.png,134,124,264,233
3805874.0.png,3805874.0_1.png,155,144,244,213
3807330.0.png,3807330.0_1.png,159,148,240,208
3807436.0.png,3807436.0_1.png,133,123,265,234
3811377.0.png,3811377.0_1.png,131,120,268,236
3812203.0.png,3812203.0_1.png,151,141,247,216
3812629.0.png,3812629.0_1.png,134,123,265,233
3812851.0.png,3812851.0_1.png,144,134,254,223
3813719.0.png,3813719.0_1.png,144,133,255,223
3814544.0.png,3814544.0_1.png,170,160,228,197
3815706.0.png,3815706.0_1.png,135,125,263,232
3816932.0.png,3816932.0_1.png,141,131,257,226
3817271.0.png,3817271.0_1.png,161,150,238,206
3818419.0.png,3818419.0_1.png,154,144,244,213
3818824.0.png,3818824.0_1.png,136,125,262,231
3819803.0.png,3819803.0_1.png,149,138,250,218
3821067.0.png,3821067.0_1.png,152,141,247,216
3821272.0.png,3821272.0_1.png,155,145,243,212
3821667.0.png,3821667.0_1.png,140,129,259,227
3823819.0.png,3823819.0_1.png,139,128,260,228
3825351.0.png,3825351.0_1.png,162,152,236,205
3825653.0.png,3825653.0_1.png,152,142,246,215
3829861.0.png,3829861.0_1.png,133,122,266,234
3831947.0.png,3831947.0_1.png,150,139,249,218
3832328.0.png,3832328.0_1.png,151,140,248,216
3834527.0.png,3834527.0_1.png,138,127,261,229
3838124.0.png,3838124.0_1.png,148,137,251,219
3839419.0.png,3839419.0_1.png,147,136,252,220
3842639.0.png,3842639.0_1.png,134,124,264,233
3843214.0.png,3843214.0_1.png,150,139,249,217
3851952.0.png,3851952.0_1.png,132,121,267,236
3852069.0.png,3852069.0_1.png,143,132,256,224
3854575.0.png,3854575.0_1.png,140,129,259,227
3856743.0.png,3856743.0_1.png,135,124,264,232
3857966.0.png,3857966.0_1.png,134,123,265,234
3858965.0.png,3858965.0_1.png,159,148,240,208
3860120.0.png,3860120.0_1.png,141,131,257,226
3860436.0.png,3860436.0_1.png,133,122,266,234
3861461.0.png,3861461.0_1.png,136,125,263,231
3863657.0.png,3863657.0_1.png,156,145,242,211
3863915.0.png,3863915.0_1.png,133,122,266,234
3875632.0.png,3875632.0_1.png,154,143,245,213
3876360.0.png,3876360.0_1.png,133,123,265,234
3877736.0.png,3877736.0_1.png,141,130,258,226
3877954.0.png,3877954.0_1.png,140,130,258,227
3878181.0.png,3878181.0_1.png,139,129,259,228
3878685.0.png,3878685.0_1.png,134,123,265,233
3879922.0.png,3879922.0_1.png,131,121,267,236
3880128.0.png,3880128.0_1.png,147,137,251,220
3881574.0.png,3881574.0_1.png,149,138,250,218
3883492.0.png,3883492.0_1.png,159,148,240,208
3889062.0.png,3889062.0_1.png,139,128,259,228
3889937.0.png,3889937.0_1.png,143,132,256,224
3890917.0.png,3890917.0_1.png,131,121,267,236
3892713.0.png,3892713.0_1.png,134,123,265,233
3893374.0.png,3893374.0_1.png,152,142,247,215
3894462.0.png,3894462.0_1.png,145,134,254,222
3894734.0.png,3894734.0_1.png,132,122,266,234
3896410.0.png,3896410.0_1.png,144,133,255,223
3899595.0.png,3899595.0_1.png,136,126,262,231
3900763.0.png,3900763.0_1.png,146,136,253,221
3900856.0.png,3900856.0_1.png,153,143,246,214
3901081.0.png,3901081.0_1.png,136,125,262,231
3901098.0.png,3901098.0_1.png,134,123,265,233
3903612.0.png,3903612.0_1.png,142,132,256,225
3903922.0.png,3903922.0_1.png,139,129,259,228
3904489.0.png,3904489.0_1.png,135,124,264,232
3904933.0.png,3904933.0_1.png,145,134,254,222
3905181.0.png,3905181.0_1.png,136,126,262,231
3905582.0.png,3905582.0_1.png,156,146,242,211
3906828.0.png,3906828.0_1.png,142,131,257,225
3907275.0.png,3907275.0_1.png,155,145,243,212
3907339.0.png,3907339.0_1.png,147,137,251,220
3909055.0.png,3909055.0_1.png,150,140,248,217
3911203.0.png,3911203.0_1.png,159,148,240,209
3911481.0.png,3911481.0_1.png,133,122,266,234
3914119.0.png,3914119.0_1.png,139,128,260,228
3915980.0.png,3915980.0_1.png,132,122,266,235
3916035.0.png,3916035.0_1.png,132,121,266,235
3916105.0.png,3916105.0_1.png,131,121,267,236
3916862.0.png,3916862.0_1.png,140,129,259,227
3919337.0.png,3919337.0_1.png,144,134,254,223
3919527.0.png,3919527.0_1.png,145,134,254,222
3919949.0.png,3919949.0_1.png,133,123,265,234
3921579.0.png,3921579.0_1.png,131,120,268,236
3922245.0.png,3922245.0_1.png,131,120,268,236
3922868.0.png,3922868.0_1.png,132,121,267,235
3926025.0.png,3926025.0_1.png,134,124,264,232
3928064.0.png,3928064.0_1.png,135,125,263,232
3928852.0.png,3928852.0_1.png,136,126,262,231
3929493.0.png,3929493.0_1.png,132,121,267,235
3930286.0.png,3930286.0_1.png,136,126,262,231
3935632.0.png,3935632.0_1.png,136,126,262,231
3937828.0.png,3937828.0_1.png,143,133,256,224
3938134.0.png,3938134.0_1.png,143,133,255,224
3938620.0.png,3938620.0_1.png,143,133,255,224
3940882.0.png,3940882.0_1.png,143,133,255,224
3941349.0.png,3941349.0_1.png,137,127,261,230
3941574.0.png,3941574.0_1.png,131,120,268,236
3942298.0.png,3942298.0_1.png,147,136,252,220
3942688.0.png,3942688.0_1.png,132,122,266,235
3946366.0.png,3946366.0_1.png,140,129,259,227
3948077.0.png,3948077.0_1.png,132,121,267,235
3948243.0.png,3948243.0_1.png,143,133,256,224
3948903.0.png,3948903.0_1.png,137,127,261,230
3949761.0.png,3949761.0_1.png,148,137,251,219
3952256.0.png,3952256.0_1.png,137,126,261,230
3953988.0.png,3953988.0_1.png,131,120,268,236
3954096.0.png,3954096.0_1.png,152,142,246,215
3954191.0.png,3954191.0_1.png,142,131,257,225
3954637.0.png,3954637.0_1.png,142,132,256,224
3954887.0.png,3954887.0_1.png,138,127,261,229
3955859.0.png,3955859.0_1.png,145,134,254,222
3956228.0.png,3956228.0_1.png,138,127,260,229
3957129.0.png,3957129.0_1.png,140,130,258,227
3957556.0.png,3957556.0_1.png,138,127,261,229
3960543.0.png,3960543.0_1.png,134,124,264,233
3961181.0.png,3961181.0_1.png,133,123,265,234
3961227.0.png,3961227.0_1.png,150,139,249,217
3963622.0.png,3963622.0_1.png,144,134,254,223
3963971.0.png,3963971.0_1.png,144,134,254,223
3965446.0.png,3965446.0_1.png,131,120,268,236
3966113.0.png,3966113.0_1.png,136,125,263,231
3974828.0.png,3974828.0_1.png,141,131,257,226
3977540.0.png,3977540.0_1.png,133,123,265,234
3978188.0.png,3978188.0_1.png,131,120,268,237
3984483.0.png,3984483.0_1.png,155,144,244,212
3985529.0.png,3985529.0_1.png,142,132,256,225
3987257.0.png,3987257.0_1.png,131,120,268,236
3988172.0.png,3988172.0_1.png,131,121,267,236
3993786.0.png,3993786.0_1.png,147,137,251,220
3996416.0.png,3996416.0_1.png,143,132,256,224
4004731.0.png,4004731.0_1.png,136,125,262,231
4005231.0.png,4005231.0_1.png,164,153,235,203
4006136.0.png,4006136.0_1.png,148,138,250,219
4007483.0.png,4007483.0_1.png,146,135,253,221
4008547.0.png,4008547.0_1.png,137,126,261,230
4008775.0.png,4008775.0_1.png,139,128,259,228
4008998.0.png,4008998.0_1.png,140,129,259,227
4010193.0.png,4010193.0_1.png,145,134,254,222
4010445.0.png,4010445.0_1.png,152,141,247,215
4011524.0.png,4011524.0_1.png,155,144,243,212
401188.0.png,401188.0_1.png,131,87,267,270
4012483.0.png,4012483.0_1.png,135,124,263,232
4013536.0.png,4013536.0_1.png,139,128,260,228
4014249.0.png,4014249.0_1.png,131,120,268,236
4015265.0.png,4015265.0_1.png,152,141,247,215
4018097.0.png,4018097.0_1.png,139,129,259,228
4018757.0.png,4018757.0_1.png,132,122,266,235
4020020.0.png,4020020.0_1.png,168,157,231,200
4022082.0.png,4022082.0_1.png,153,142,245,214
4022275.0.png,4022275.0_1.png,140,130,258,227
4029038.0.png,4029038.0_1.png,133,122,265,234
4030205.0.png,4030205.0_1.png,138,128,260,229
4035795.0.png,4035795.0_1.png,154,143,244,213
4036754.0.png,4036754.0_1.png,133,122,266,234
403880.0.png,403880.0_1.png,143,104,256,252
4039102.0.png,4039102.0_1.png,148,137,251,220
4040142.0.png,4040142.0_1.png,138,128,260,229
4043866.0.png,4043866.0_1.png,132,121,266,235
4047075.0.png,4047075.0_1.png,142,131,256,225
4047190.0.png,4047190.0_1.png,132,121,266,235
4047318.0.png,4047318.0_1.png,150,139,249,217
4048407.0.png,4048407.0_1.png,138,127,261,229
4048693.0.png,4048693.0_1.png,132,121,266,235
4049073.0.png,4049073.0_1.png,146,136,252,221
4049940.0.png,4049940.0_1.png,136,125,262,231
4050168.0.png,4050168.0_1.png,142,132,256,225
4050358.0.png,4050358.0_1.png,134,123,265,234
4052672.0.png,4052672.0_1.png,134,123,264,233
4053000.0.png,4053000.0_1.png,145,135,253,222
4059010.0.png,4059010.0_1.png,133,122,266,235
4059653.0.png,4059653.0_1.png,147,136,251,220
4064731.0.png,4064731.0_1.png,151,140,248,216
4064791.0.png,4064791.0_1.png,138,127,261,230
4065516.0.png,4065516.0_1.png,139,127,260,229
4065917.0.png,4065917.0_1.png,131,120,268,236
4068682.0.png,4068682.0_1.png,142,131,257,226
4072200.0.png,4072200.0_1.png,156,145,242,211
4073144.0.png,4073144.0_1.png,137,126,261,230
4073412.0.png,4073412.0_1.png,143,132,256,225
4075004.0.png,4075004.0_1.png,140,129,259,228
4075639.0.png,4075639.0_1.png,144,133,255,224
4076030.0.png,4076030.0_1.png,131,120,268,237
4078518.0.png,4078518.0_1.png,132,121,266,235
4079727.0.png,4079727.0_1.png,132,121,266,235
4080319.0.png,4080319.0_1.png,141,130,258,227
4081585.0.png,4081585.0_1.png,152,141,246,215
4082188.0.png,4082188.0_1.png,131,120,267,237
4084336.0.png,4084336.0_1.png,146,135,253,222
4086798.0.png,4086798.0_1.png,135,124,264,233
4086891.0.png,4086891.0_1.png,147,136,252,221
4087439.0.png,4087439.0_1.png,147,136,251,220
4087944.0.png,4087944.0_1.png,141,130,258,227
4091184.0.png,4091184.0_1.png,149,138,250,219
4092512.0.png,4092512.0_1.png,142,131,256,225
4092788.0.png,4092788.0_1.png,152,141,246,215
4094245.0.png,4094245.0_1.png,162,151,237,206
4094246.0.png,4094246.0_1.png,139,128,260,229
4094652.0.png,4094652.0_1.png,132,121,267,236
4095169.0.png,4095169.0_1.png,148,137,251,220
4096029.0.png,4096029.0_1.png,146,135,252,221
4096915.0.png,4096915.0_1.png,144,133,255,224
4097747.0.png,4097747.0_1.png,149,137,250,219
4098066.0.png,4098066.0_1.png,143,132,256,225
4099017.0.png,4099017.0_1.png,148,137,250,219
4099412.0.png,4099412.0_1.png,162,151,236,205
4100547.0.png,4100547.0_1.png,137,126,262,231
4100672.0.png,4100672.0_1.png,137,126,261,230
4102657.0.png,4102657.0_1.png,139,128,259,228
4105326.0.png,4105326.0_1.png,149,138,250,219
4105953.0.png,4105953.0_1.png,141,129,258,227
4106007.0.png,4106007.0_1.png,137,126,262,231
4106731.0.png,4106731.0_1.png,138,127,260,229
4107093.0.png,4107093.0_1.png,140,129,258,227
4108978.0.png,4108978.0_1.png,146,135,253,222
4109347.0.png,4109347.0_1.png,136,125,262,231
4109692.0.png,4109692.0_1.png,146,135,252,221
4110338.0.png,4110338.0_1.png,154,142,245,214
4111355.0.png,4111355.0_1.png,145,134,253,222
4111846.0.png,4111846.0_1.png,146,135,252,221
4112870.0.png,4112870.0_1.png,132,121,266,235
4113921.0.png,4113921.0_1.png,152,141,246,215
4115350.0.png,4115350.0_1.png,140,129,258,227
4117936.0.png,4117936.0_1.png,137,126,262,231
4119044.0.png,4119044.0_1.png,134,123,265,234
4119280.0.png,4119280.0_1.png,149,138,249,218
4120931.0.png,4120931.0_1.png,146,135,253,222
4121739.0.png,4121739.0_1.png,134,123,264,234
4123089.0.png,4123089.0_1.png,139,128,259,229
4123185.0.png,4123185.0_1.png,161,150,238,207
4123984.0.png,4123984.0_1.png,142,131,256,226
4126205.0.png,4126205.0_1.png,132,121,267,236
412667.0.png,412667.0_1.png,135,95,263,261
4126867.0.png,4126867.0_1.png,136,125,262,232
4126919.0.png,4126919.0_1.png,155,144,243,212
4127636.0.png,4127636.0_1.png,152,141,247,216
4128327.0.png,4128327.0_1.png,136,124,263,232
4129029.0.png,4129029.0_1.png,152,141,246,215
4130568.0.png,4130568.0_1.png,131,120,267,237
4131622.0.png,4131622.0_1.png,138,127,260,229
4133238.0.png,4133238.0_1.png,132,120,267,236
4134874.0.png,4134874.0_1.png,146,135,252,221
4135872.0.png,4135872.0_1.png,145,134,253,223
4136867.0.png,4136867.0_1.png,138,127,261,230
4137700.0.png,4137700.0_1.png,150,139,248,217
4137939.0.png,4137939.0_1.png,145,133,254,223
4138984.0.png,4138984.0_1.png,143,132,255,225
4139225.0.png,4139225.0_1.png,151,140,247,216
4139796.0.png,4139796.0_1.png,160,149,238,207
4139960.0.png,4139960.0_1.png,143,131,256,225
4141029.0.png,4141029.0_1.png,134,122,265,234
4142967.0.png,4142967.0_1.png,138,126,261,230
4146482.0.png,4146482.0_1.png,139,128,259,229
4148967.0.png,4148967.0_1.png,141,130,257,226
4150200.0.png,4150200.0_1.png,140,129,258,228
4151021.0.png,4151021.0_1.png,131,120,267,237
4151225.0.png,4151225.0_1.png,145,133,254,223
4152223.0.png,4152223.0_1.png,139,128,259,229
4152836.0.png,4152836.0_1.png,146,135,252,222
4153061.0.png,4153061.0_1.png,141,130,257,227
4154075.0.png,4154075.0_1.png,141,130,257,226
4154869.0.png,4154869.0_1.png,167,155,232,201
4156260.0.png,4156260.0_1.png,142,130,257,226
4157046.0.png,4157046.0_1.png,154,143,244,214
4157409.0.png,4157409.0_1.png,152,141,246,215
4158422.0.png,4158422.0_1.png,143,131,256,225
4158440.0.png,4158440.0_1.png,131,120,267,237
4159228.0.png,4159228.0_1.png,135,123,264,233
4159446.0.png,4159446.0_1.png,144,132,255,224
4160407.0.png,4160407.0_1.png,145,133,254,223
4160483.0.png,4160483.0_1.png,147,135,252,221
4160837.0.png,4160837.0_1.png,149,138,249,218
4161055.0.png,4161055.0_1.png,142,131,256,225
4161060.0.png,4161060.0_1.png,143,132,255,224
4161468.0.png,4161468.0_1.png,145,133,254,223
4162712.0.png,4162712.0_1.png,133,121,266,236
4162732.0.png,4162732.0_1.png,157,146,241,210
4163553.0.png,4163553.0_1.png,147,136,251,221
4164286.0.png,4164286.0_1.png,141,129,258,227
4164499.0.png,4164499.0_1.png,158,147,240,210
4164686.0.png,4164686.0_1.png,138,126,261,230
4165039.0.png,4165039.0_1.png,136,125,262,232
4165695.0.png,4165695.0_1.png,147,136,251,220
4167814.0.png,4167814.0_1.png,141,130,257,227
4168414.0.png,4168414.0_1.png,141,129,258,227
4170856.0.png,4170856.0_1.png,150,138,249,218
4171303.0.png,4171303.0_1.png,132,121,266,236
4172135.0.png,4172135.0_1.png,151,140,247,217
4173030.0.png,4173030.0_1.png,143,131,256,225
4174292.0.png,4174292.0_1.png,134,122,265,235
4176280.0.png,4176280.0_1.png,156,145,242,212
4176949.0.png,4176949.0_1.png,142,131,256,226
4177119.0.png,4177119.0_1.png,147,135,252,221
4178433.0.png,4178433.0_1.png,157,145,242,211
4180153.0.png,4180153.0_1.png,143,132,255,225
4180567.0.png,4180567.0_1.png,155,143,244,213
4181300.0.png,4181300.0_1.png,147,136,251,221
4182689.0.png,4182689.0_1.png,152,140,247,216
4182883.0.png,4182883.0_1.png,139,128,259,229
4183331.0.png,4183331.0_1.png,134,122,265,234
4185050.0.png,4185050.0_1.png,141,130,257,227
4185077.0.png,4185077.0_1.png,142,131,256,226
4185103.0.png,4185103.0_1.png,138,126,260,230
4188419.0.png,4188419.0_1.png,136,124,263,233
4188440.0.png,4188440.0_1.png,136,124,263,232
4189954.0.png,4189954.0_1.png,138,126,261,231
4190216.0.png,4190216.0_1.png,147,135,252,222
4191559.0.png,4191559.0_1.png,153,141,246,216
4191887.0.png,4191887.0_1.png,135,123,263,233
4192054.0.png,4192054.0_1.png,141,130,257,227
4192465.0.png,4192465.0_1.png,138,126,261,230
4193511.0.png,4193511.0_1.png,135,123,264,234
4193533.0.png,4193533.0_1.png,136,124,263,233
4193535.0.png,4193535.0_1.png,138,126,260,230
4194022.0.png,4194022.0_1.png,139,127,260,230
4194043.0.png,4194043.0_1.png,134,122,264,235
4194559.0.png,4194559.0_1.png,141,130,257,227
4194560.0.png,4194560.0_1.png,132,120,267,236
4195387.0.png,4195387.0_1.png,141,129,258,228
4195508.0.png,4195508.0_1.png,143,132,255,225
4195872.0.png,4195872.0_1.png,146,134,253,223
4197840.0.png,4197840.0_1.png,138,126,261,231
4198444.0.png,4198444.0_1.png,154,142,244,214
4198889.0.png,4198889.0_1.png,142,131,256,226
4199378.0.png,4199378.0_1.png,160,149,238,208
4200849.0.png,4200849.0_1.png,138,126,261,231
4200862.0.png,4200862.0_1.png,138,126,261,231
4201234.0.png,4201234.0_1.png,140,128,258,228
4201866.0.png,4201866.0_1.png,153,141,246,215
4201901.0.png,4201901.0_1.png,145,133,254,224
4203627.0.png,4203627.0_1.png,147,136,251,221
4205025.0.png,4205025.0_1.png,149,137,250,219
4205498.0.png,4205498.0_1.png,142,130,257,226
4205767.0.png,4205767.0_1.png,151,139,248,217
4206145.0.png,4206145.0_1.png,131,119,267,238
4206386.0.png,4206386.0_1.png,141,129,257,227
4206776.0.png,4206776.0_1.png,138,126,260,230
4207205.0.png,4207205.0_1.png,137,125,262,232
4207603.0.png,4207603.0_1.png,154,142,245,214
4208071.0.png,4208071.0_1.png,135,123,264,234
4208756.0.png,4208756.0_1.png,139,127,260,230
4208764.0.png,4208764.0_1.png,141,129,258,228
4208940.0.png,4208940.0_1.png,135,123,264,234
4209002.0.png,4209002.0_1.png,155,143,243,213
4209747.0.png,4209747.0_1.png,134,122,265,235
4209897.0.png,4209897.0_1.png,150,138,249,219
4210088.0.png,4210088.0_1.png,144,132,254,224
4210312.0.png,4210312.0_1.png,149,137,250,219
4210404.0.png,4210404.0_1.png,134,122,264,234
4211094.0.png,4211094.0_1.png,137,124,262,232
4211798.0.png,4211798.0_1.png,138,126,260,230
4211856.0.png,4211856.0_1.png,152,140,247,216
4212020.0.png,4212020.0_1.png,131,118,268,238
4212051.0.png,4212051.0_1.png,144,132,254,224
4213133.0.png,4213133.0_1.png,147,135,252,221
4214250.0.png,4214250.0_1.png,138,125,261,231
4215515.0.png,4215515.0_1.png,139,127,259,229
4215601.0.png,4215601.0_1.png,132,119,267,237
4216333.0.png,4216333.0_1.png,144,132,254,224
4216418.0.png,4216418.0_1.png,146,134,252,222
4216933.0.png,4216933.0_1.png,140,128,258,228
4217075.0.png,4217075.0_1.png,143,131,255,225
4218339.0.png,4218339.0_1.png,150,138,248,218
4218532.0.png,4218532.0_1.png,139,127,259,229
4218775.0.png,4218775.0_1.png,141,129,258,228
4219197.0.png,4219197.0_1.png,143,131,256,226
4221884.0.png,4221884.0_1.png,150,138,248,218
4222050.0.png,4222050.0_1.png,132,120,266,236
4222606.0.png,4222606.0_1.png,149,137,250,220
4223819.0.png,4223819.0_1.png,156,145,242,212
4225574.0.png,4225574.0_1.png,133,121,266,236
4226650.0.png,4226650.0_1.png,134,121,265,235
4227241.0.png,4227241.0_1.png,152,140,247,217
4228479.0.png,4228479.0_1.png,150,138,248,218
4228648.0.png,4228648.0_1.png,131,118,268,238
4228674.0.png,4228674.0_1.png,145,133,254,224
4230799.0.png,4230799.0_1.png,139,127,260,230
4233132.0.png,4233132.0_1.png,137,125,262,232
4234395.0.png,4234395.0_1.png,141,128,258,228
4235677.0.png,4235677.0_1.png,134,122,264,235
4239034.0.png,4239034.0_1.png,135,123,263,234
4239548.0.png,4239548.0_1.png,149,137,250,220
4240258.0.png,4240258.0_1.png,134,122,264,235
4240542.0.png,4240542.0_1.png,144,131,255,225
4241887.0.png,4241887.0_1.png,149,137,249,219
4242833.0.png,4242833.0_1.png,163,152,235,205
424420.0.png,424420.0_1.png,136,99,262,257
4244322.0.png,4244322.0_1.png,136,124,262,233
4244340.0.png,4244340.0_1.png,143,131,255,226
4244866.0.png,4244866.0_1.png,137,125,261,232
4245049.0.png,4245049.0_1.png,143,131,255,225
4245288.0.png,4245288.0_1.png,138,126,260,231
4246766.0.png,4246766.0_1.png,143,131,255,226
4247563.0.png,4247563.0_1.png,138,126,260,231
4248511.0.png,4248511.0_1.png,142,130,256,227
4248982.0.png,4248982.0_1.png,133,120,266,236
4249038.0.png,4249038.0_1.png,144,131,255,225
4249612.0.png,4249612.0_1.png,136,123,263,233
4250326.0.png,4250326.0_1.png,142,129,256,227
4252775.0.png,4252775.0_1.png,134,121,265,235
4253181.0.png,4253181.0_1.png,150,138,249,219
4254274.0.png,4254274.0_1.png,148,135,251,221
4255837.0.png,4255837.0_1.png,152,140,246,216
4258663.0.png,4258663.0_1.png,150,137,249,219
4260291.0.png,4260291.0_1.png,143,130,256,226
4260617.0.png,4260617.0_1.png,149,137,249,220
4261368.0.png,4261368.0_1.png,131,118,267,238
4261929.0.png,4261929.0_1.png,132,118,267,238
4262018.0.png,4262018.0_1.png,133,120,265,236
4262931.0.png,4262931.0_1.png,144,132,254,225
4263302.0.png,4263302.0_1.png,152,140,246,216
4264883.0.png,4264883.0_1.png,133,120,265,236
4266686.0.png,4266686.0_1.png,132,119,267,238
4268391.0.png,4268391.0_1.png,136,124,262,233
4268398.0.png,4268398.0_1.png,132,119,267,238
4268975.0.png,4268975.0_1.png,144,131,254,225
4269899.0.png,4269899.0_1.png,134,121,265,236
427027.0.png,427027.0_1.png,131,92,268,264
4271730.0.png,4271730.0_1.png,136,123,262,233
4271764.0.png,4271764.0_1.png,141,128,258,229
4273180.0.png,4273180.0_1.png,161,149,237,207
4275367.0.png,4275367.0_1.png,147,134,252,222
4279346.0.png,4279346.0_1.png,133,120,266,237
4279611.0.png,4279611.0_1.png,151,138,248,218
4283488.0.png,4283488.0_1.png,136,124,262,233
4284127.0.png,4284127.0_1.png,141,128,257,228
4284961.0.png,4284961.0_1.png,140,127,259,229
4286887.0.png,4286887.0_1.png,152,140,246,217
4287157.0.png,4287157.0_1.png,133,120,266,237
4289089.0.png,4289089.0_1.png,136,122,263,234
4290011.0.png,4290011.0_1.png,162,150,236,207
4291287.0.png,4291287.0_1.png,142,129,257,228
4291475.0.png,4291475.0_1.png,145,132,254,225
4291489.0.png,4291489.0_1.png,140,127,258,229
4291761.0.png,4291761.0_1.png,132,118,267,238
4292580.0.png,4292580.0_1.png,151,138,247,218
4292874.0.png,4292874.0_1.png,139,127,259,230
4293271.0.png,4293271.0_1.png,148,136,250,221
4294669.0.png,4294669.0_1.png,148,135,251,222
4296812.0.png,4296812.0_1.png,149,137,249,220
4297013.0.png,4297013.0_1.png,145,132,254,225
4298233.0.png,4298233.0_1.png,148,136,250,221
4301553.0.png,4301553.0_1.png,145,132,253,224
4301745.0.png,4301745.0_1.png,150,137,249,219
4301858.0.png,4301858.0_1.png,154,142,244,215
4302633.0.png,4302633.0_1.png,135,122,263,235
4304669.0.png,4304669.0_1.png,147,134,251,222
4305228.0.png,4305228.0_1.png,158,146,240,211
4305237.0.png,4305237.0_1.png,142,129,256,227
4305780.0.png,4305780.0_1.png,134,121,265,236
4306991.0.png,4306991.0_1.png,149,136,250,221
4307053.0.png,4307053.0_1.png,132,118,267,238
4307618.0.png,4307618.0_1.png,151,138,248,218
4310845.0.png,4310845.0_1.png,138,124,261,232
4310846.0.png,4310846.0_1.png,139,126,259,231
4311590.0.png,4311590.0_1.png,149,136,250,221
4312728.0.png,4312728.0_1.png,144,130,255,226
